,Title,Worldwide,Domestic,Foreign,Year
529,Hammett,"$42,914","$42,914",-,1982
530,"Ladies and Gentlemen, the Fabulous Stains","$25,728","$25,728",-,1982
531,Love & Money,"$14,009","$14,009",-,1982
532,Star Wars: Episode VI - Return of the Jedi,"$374,593,074","$252,583,617","$122,009,457",1983
533,Terms of Endearment,"$108,423,489","$108,423,489",-,1983
534,Flashdance,"$92,921,203","$92,921,203",-,1983
535,Trading Places,"$90,404,800","$90,404,800",-,1983
536,Jaws 3-D,"$87,987,055","$45,517,055","$42,470,000",1983
537,WarGames,"$79,567,667","$79,567,667",-,1983
538,Octopussy,"$67,893,619","$67,893,619",-,1983
539,Sudden Impact,"$67,642,693","$67,642,693",-,1983
540,Scarface,"$65,144,798","$44,668,798","$20,476,000",1983
541,Staying Alive,"$64,892,670","$64,892,670",-,1983
542,Mr. Mom,"$64,783,827","$64,783,827",-,1983
543,Risky Business,"$63,541,777","$63,541,777",-,1983
544,Vacation,"$61,399,552","$61,399,552",-,1983
545,Superman III,"$59,950,623","$59,950,623",-,1983
546,The Big Chill,"$56,342,711","$56,342,711",-,1983
547,Never Say Never Again,"$55,432,841","$55,432,841",-,1983
548,Blue Thunder,"$42,313,354","$42,313,354",-,1983
549,Yentl,"$40,218,899","$40,218,899",-,1983
550,Silkwood,"$35,615,609","$35,615,609",-,1983
551,Psycho II,"$34,725,000","$34,725,000",-,1983
552,Porky's II: The Next Day,"$33,759,266","$33,759,266",-,1983
553,Uncommon Valor,"$30,503,151","$30,503,151",-,1983
554,Snow White and the Seven Dwarfs 1983 Re-release,"$30,100,000","$30,100,000",-,1983
555,Never Cry Wolf,"$29,600,000","$29,600,000",-,1983
556,Twilight Zone: The Movie,"$29,450,919","$29,450,919",-,1983
557,Easy Money,"$29,309,766","$29,309,766",-,1983
558,High Road to China,"$28,445,927","$28,445,927",-,1983
559,The Outsiders,"$25,697,647","$25,697,647",-,1983
560,Spring Break,"$24,071,666","$24,071,666",-,1983
561,Two of a Kind,"$23,646,952","$23,646,952",-,1983
562,My Tutor,"$22,587,834","$22,587,834",-,1983
563,Class,"$21,667,789","$21,667,789",-,1983
564,The Right Stuff,"$21,192,102","$21,192,102",-,1983
565,Cujo,"$21,156,152","$21,156,152",-,1983
566,Christine,"$21,017,849","$21,017,849",-,1983
567,The Rescuers 1983 Re-release,"$21,000,000","$21,000,000",-,1983
568,The Dead Zone,"$20,766,616","$20,766,616",-,1983
569,Breathless,"$19,910,002","$19,910,002",-,1983
570,A Christmas Story,"$19,294,144","$19,294,144",-,1983
571,Max Dugan Returns,"$17,613,720","$17,613,720",-,1983
572,Valley Girl,"$17,343,596","$17,343,596",-,1983
573,All the Right Moves,"$17,233,166","$17,233,166",-,1983
574,Krull,"$16,519,460","$16,519,460",-,1983
575,Spacehunter: Adventures in the Forbidden Zone,"$16,478,265","$16,478,265",-,1983
576,Richard Pryor... Here and Now,"$16,156,776","$16,156,776",-,1983
577,D.C. Cab,"$16,134,627","$16,134,627",-,1983
578,Gorky Park,"$15,856,028","$15,856,028",-,1983
579,Still Smokin,"$15,543,710","$15,543,710",-,1983
580,The Meaning of Life,"$14,929,552","$14,929,552",-,1983
581,Educating Rita,"$14,648,076","$14,648,076",-,1983
582,Private School,"$14,049,540","$14,049,540",-,1983
583,The Survivors,"$14,000,000","$14,000,000",-,1983
584,The Entity,"$13,277,558","$13,277,558",-,1983
585,Revenge of the Ninja,"$13,168,027","$13,168,027",-,1983
586,To Be or Not to Be,"$13,030,214","$13,030,214",-,1983
587,Stroker Ace,"$13,000,000","$13,000,000",-,1983
588,Lone Wolf McQuade,"$12,232,628","$12,232,628",-,1983
589,The Black Stallion Returns,"$12,049,108","$12,049,108",-,1983
590,The Sword in the Stone,"$12,000,000","$12,000,000",-,1983
591,Deathstalker,"$11,919,250","$11,919,250",-,1983
592,Zelig,"$11,798,616","$11,798,616",-,1983
593,The Lords of Discipline,"$11,787,127","$11,787,127",-,1983
594,Raiders of the Lost Ark 1983 Re-release,"$11,374,454","$11,374,454",-,1983
595,The Smurfs and the Magic Flute,"$11,234,220","$11,234,220",-,1983
596,The Man Who Loved Women,"$10,964,231","$10,964,231",-,1983
597,Hercules,"$10,676,194","$10,676,194",-,1983
598,The House on Sorority Row,"$10,604,986","$10,604,986",-,1983
599,Doctor Detroit,"$10,375,893","$10,375,893",-,1983
600,Deal of the Century,"$10,369,581","$10,369,581",-,1983
601,The Man with Two Brains,"$10,353,438","$10,353,438",-,1983
602,The Year of Living Dangerously,"$10,278,575","$10,278,575",-,1983
603,Brainstorm,"$10,219,460","$10,219,460",-,1983
604,Lovesick,"$10,171,304","$10,171,304",-,1983
605,Without a Trace,"$9,632,062","$9,632,062",-,1983
606,Bad Boys,"$9,190,819","$9,190,819",-,1983
607,Rear Window 1983 Re-release,"$9,084,873","$9,084,420",$453,1983
608,Strange Brew,"$8,571,374","$8,571,374",-,1983
609,Tender Mercies,"$8,443,124","$8,443,124",-,1983
610,Something Wicked This Way Comes,"$8,400,000","$8,400,000",-,1983
611,10 to Midnight,"$7,175,592","$7,175,592",-,1983
612,Romantic Comedy,"$6,857,733","$6,857,733",-,1983
613,Fanny and Alexander,"$6,783,304","$6,783,304",-,1983
614,Nightmares,"$6,670,680","$6,670,680",-,1983
615,The Golden Seal,"$6,666,725","$6,666,725",-,1983
616,The Osterman Weekend,"$6,486,797","$6,486,797",-,1983
617,Star 80,"$6,472,990","$6,472,990",-,1983
618,The Sting II,"$6,347,072","$6,347,072",-,1983
619,Amityville 3-D,"$6,333,135","$6,333,135",-,1983
620,Chained Heat,"$6,149,983","$6,149,983",-,1983
621,Beyond the Limit,"$5,997,566","$5,997,566",-,1983
622,The Hunger,"$5,979,292","$5,979,292",-,1983
623,Local Hero,"$5,895,761","$5,895,761",-,1983
624,Porky's 1983 Re-release,"$5,797,190","$5,797,190",-,1983
625,Under Fire,"$5,696,391","$5,696,391",-,1983
626,Smokey and the Bandit Part 3,"$5,678,950","$5,678,950",-,1983
627,A Night in Heaven,"$5,563,663","$5,563,663",-,1983
628,The Star Chamber,"$5,555,305","$5,555,305",-,1983
629,The Grey Fox,"$5,516,140","$5,516,140",-,1983
630,Vertigo 1983 Re-release,"$5,343,461","$5,343,461",-,1983
631,The Dresser,"$5,310,748","$5,310,748",-,1983
632,Metalstorm: The Destruction of Jared-Syn,"$5,301,085","$5,301,085",-,1983
633,Vigilante,"$5,091,888","$5,091,888",-,1983
634,Eddie and the Cruisers,"$4,786,789","$4,786,789",-,1983
635,Curse of the Pink Panther,"$4,491,986","$4,491,986",-,1983
636,Mortuary,"$4,319,001","$4,319,001",-,1983
637,Trenchcoat,"$4,304,286","$4,304,286",-,1983
638,Yellowbeard,"$4,300,000","$4,300,000",-,1983
639,The Keep,"$4,218,594","$4,218,594",-,1983
640,Joysticks,"$3,952,448","$3,952,448",-,1983
641,Let's Spend the Night Together,"$3,821,199","$3,821,199",-,1983
642,La traviata,"$3,783,329","$3,783,329",-,1983
643,The Return of Martin Guerre,"$3,704,433","$3,704,433",-,1983
644,Running Brave,"$3,000,000","$3,000,000",-,1983
645,"Yor, the Hunter from the Future","$2,810,199","$2,810,199",-,1983
646,The Final Option,"$2,666,873","$2,666,873",-,1983
647,The Evil Dead,"$2,661,944","$2,400,000","$261,944",1983
648,The King of Comedy,"$2,536,242","$2,536,242",-,1983
649,Rumble Fish,"$2,494,480","$2,494,480",-,1983
650,The Man Who Wasn't There,"$2,443,487","$2,443,487",-,1983
651,Table for Five,"$2,439,705","$2,439,705",-,1983
652,Tough Enough,"$2,433,722","$2,433,722",-,1983
653,"Man, Woman and Child","$2,314,561","$2,314,561",-,1983
654,Merry Christmas Mr. Lawrence,"$2,306,560","$2,306,560",-,1983
655,The Draughtsman's Contract,"$2,256,246","$2,256,246",-,1983
656,The Night of the Shooting Stars,"$2,251,121","$2,251,121",-,1983
657,Videodrome,"$2,120,439","$2,120,439",-,1983
658,Friday the 13th Part III 1983 Re-release,"$2,108,548","$2,108,548",-,1983
659,Screwballs,"$2,082,215","$2,082,215",-,1983
660,Testament,"$2,044,892","$2,044,892",-,1983
661,Pieces,"$2,032,311","$2,032,311",-,1983
662,Savage Islands,"$1,963,756","$1,963,756",-,1983
663,Baby It's You,"$1,867,792","$1,867,792",-,1983
664,Heat and Dust,"$1,741,435","$1,741,435",-,1983
665,Koyaanisqatsi,"$1,723,872","$1,723,872",-,1983
666,Stryker,"$1,723,487","$1,723,487",-,1983
667,Get Crazy,"$1,645,711","$1,645,711",-,1983
668,Lianna,"$1,530,839","$1,530,839",-,1983
669,Strange Invaders,"$1,362,303","$1,362,303",-,1983
670,Losin' It,"$1,246,141","$1,246,141",-,1983
671,The Lonely Lady,"$1,223,200","$1,223,200",-,1983
672,Possession,"$1,113,538","$1,113,538",-,1983
673,"Say Amen, Somebody","$1,108,299","$1,108,299",-,1983
674,Of Unknown Origin,"$1,080,470","$1,080,470",-,1983
675,Getting It On,"$975,414","$975,414",-,1983
676,Rocky III 1983 Re-release,"$902,228","$902,228",-,1983
677,American Playhouse: The Ballad of Gregorio Cortez,"$804,963","$804,963",-,1983
678,Lonely Hearts,"$777,087","$777,087",-,1983
679,Fire and Ice,"$760,883","$760,883",-,1983
680,The Pirates of Penzance,"$694,497","$694,497",-,1983
681,Daniel,"$687,475","$687,475",-,1983
682,Poltergeist 1983 Re-release,"$536,108","$536,108",-,1983
683,Streamers,"$378,452","$378,452",-,1983
684,Britannia Hospital,"$375,713","$375,713",-,1983
685,Boarding School,"$306,061","$306,061",-,1983
686,Heart Like a Wheel,"$272,278","$272,278",-,1983
687,Puberty Blues,"$237,000","$237,000",-,1983
688,The Girl with the Red Hair,"$39,001","$39,001",-,1983
689,Rock & Rule,"$30,379","$30,379",-,1983
690,Indiana Jones and the Temple of Doom,"$333,107,271","$179,870,271","$153,237,000",1984
691,Beverly Hills Cop,"$316,360,478","$234,760,478","$81,600,000",1984
692,Ghostbusters,"$282,242,989","$229,242,989","$53,000,000",1984
693,Gremlins,"$148,168,459","$148,168,459",-,1984
694,The Karate Kid,"$90,815,558","$90,815,558",-,1984
695,Romancing the Stone,"$86,572,238","$76,572,238","$10,000,000",1984
696,Police Academy,"$81,198,894","$81,198,894",-,1984
697,Footloose,"$80,035,402","$80,035,402",-,1984
698,The Terminator,"$78,371,200","$38,371,200","$40,000,000",1984
699,Star Trek III: The Search for Spock,"$76,471,046","$76,471,046",-,1984
700,Splash,"$69,821,334","$69,821,334",-,1984
701,Purple Rain,"$68,392,977","$68,392,977",-,1984
702,Amadeus,"$51,564,280","$51,564,280",-,1984
703,Tightrope,"$48,143,579","$48,143,579",-,1984
704,The Natural,"$47,951,979","$47,951,979",-,1984
705,"Greystoke: The Legend of Tarzan, Lord of the Apes","$45,858,563","$45,858,563",-,1984
706,Revenge of the Nerds,"$40,874,452","$40,874,452",-,1984
707,2010,"$40,400,657","$40,400,657",-,1984
708,Breakin',"$38,682,707","$38,682,707",-,1984
709,Bachelor Party,"$38,435,947","$38,435,947",-,1984
710,Red Dawn,"$38,376,497","$38,376,497",-,1984
711,City Heat,"$38,348,988","$38,348,988",-,1984
712,All of Me,"$36,403,064","$36,403,064",-,1984
713,Places in the Heart,"$34,901,614","$34,901,614",-,1984
714,The Killing Fields,"$34,700,291","$34,700,291",-,1984
715,Friday the 13th: The Final Chapter,"$32,980,880","$32,980,880",-,1984
716,Conan the Destroyer,"$31,042,035","$31,042,035",-,1984
717,Dune,"$30,925,690","$30,925,690",-,1984
718,The Gods Must Be Crazy,"$30,031,783","$30,031,783",-,1984
719,Starman,"$28,744,356","$28,744,356",-,1984
720,The Last Starfighter,"$28,733,290","$28,733,290",-,1984
721,Cannonball Run II,"$28,078,073","$28,078,073",-,1984
722,Teachers,"$27,774,237","$27,774,237",-,1984
723,A Passage to India,"$27,187,653","$27,187,653",-,1984
724,Pinocchio 1984 Re-release,"$26,414,038","$26,414,038",-,1984
725,Protocol,"$26,186,631","$26,186,631",-,1984
726,Micki + Maude,"$26,080,861","$26,080,861",-,1984
727,The Cotton Club,"$25,928,721","$25,928,721",-,1984
728,The Muppets Take Manhattan,"$25,534,703","$25,534,703",-,1984
729,A Nightmare on Elm Street,"$25,504,513","$25,504,513",-,1984
730,The Woman in Red,"$25,308,147","$25,308,147",-,1984
731,Moscow on the Hudson,"$25,068,724","$25,068,724",-,1984
732,The Flamingo Kid,"$23,859,382","$23,859,382",-,1984
733,Sixteen Candles,"$23,686,027","$23,686,027",-,1984
734,The Jungle Book 1984 Re-release,"$23,456,945","$23,456,945",-,1984
735,Missing in Action,"$22,812,411","$22,812,411",-,1984
736,A Soldier's Story,"$21,821,347","$21,821,347",-,1984
737,Against All Odds,"$21,689,062","$21,689,062",-,1984
738,"Oh, God! You Devil","$21,538,850","$21,538,850",-,1984
739,Rhinestone,"$21,435,321","$21,435,321",-,1984
740,Weekend Pass,"$21,058,033","$21,058,033",-,1984
741,Top Secret!,"$20,458,340","$20,458,340",-,1984
742,Hot Dog... The Movie,"$20,307,325","$20,307,325",-,1984
743,The NeverEnding Story,"$20,158,808","$20,158,808",-,1984
744,Unfaithfully Yours,"$19,928,200","$19,928,200",-,1984
745,Best Defense,"$19,265,302","$19,265,302",-,1984
746,Blame It on Rio,"$18,644,570","$18,644,570",-,1984
747,Lassiter,"$17,513,452","$17,513,452",-,1984
748,Angel,"$17,488,564","$17,488,564",-,1984
749,Johnny Dangerously,"$17,124,395","$17,124,395",-,1984
750,Firestarter,"$17,080,167","$17,080,167",-,1984
751,Beat Street,"$16,595,791","$16,595,791",-,1984
752,Breakin' 2: Electric Boogaloo,"$15,101,131","$15,101,131",-,1984
753,Children of the Corn,"$14,568,989","$14,568,989",-,1984
754,Night of the Comet,"$14,418,922","$14,418,922",-,1984
755,Supergirl,"$14,296,438","$14,296,438",-,1984
756,The Ice Pirates,"$14,255,801","$14,255,801",-,1984
757,The Evil That Men Do,"$13,102,025","$13,102,025",-,1984
758,Irreconcilable Differences,"$12,414,210","$12,414,210",-,1984
759,Dreamscape,"$12,145,169","$12,145,169",-,1984
760,Up the Creek,"$11,708,269","$11,708,269",-,1984
761,The River,"$11,489,982","$11,489,982",-,1984
762,Tank,"$11,302,884","$11,302,884",-,1984
763,Falling in Love,"$11,129,057","$11,129,057",-,1984
764,Hard to Hold,"$11,113,806","$11,113,806",-,1984
765,The Wild Life,"$11,020,375","$11,020,375",-,1984
766,Broadway Danny Rose,"$10,600,497","$10,600,497",-,1984
767,Where the Boys Are,"$10,530,000","$10,530,000",-,1984
768,Thief of Hearts,"$10,435,015","$10,435,015",-,1984
769,Terror in the Aisles,"$10,004,817","$10,004,817",-,1984
770,Cloak and Dagger,"$9,719,952","$9,719,952",-,1984
771,Country,"$9,640,000","$9,640,000",-,1984
772,Bolero,"$8,914,881","$8,914,881",-,1984
773,Body Double,"$8,801,940","$8,801,940",-,1984
774,Oxford Blues,"$8,793,152","$8,793,152",-,1984
775,The Bounty,"$8,613,462","$8,613,462",-,1984
776,1984,"$8,430,492","$8,430,492",-,1984
777,Reckless,"$8,289,916","$8,289,916",-,1984
778,The Philadelphia Experiment,"$8,103,330","$8,103,330",-,1984
779,Streets of Fire,"$8,089,290","$8,089,290",-,1984
780,Just the Way You Are,"$7,889,694","$7,889,694",-,1984
781,The Little Drummer Girl,"$7,828,841","$7,828,841",-,1984
782,Ninja III: The Domination,"$7,610,785","$7,610,785",-,1984
783,Iceman,"$7,343,032","$7,343,032",-,1984
784,Hardbodies,"$7,121,719","$7,121,719",-,1984
785,Alphabet City,"$7,035,585","$7,035,585",-,1984
786,The Pope of Greenwich Village,"$6,836,201","$6,836,201",-,1984
787,Runaway,"$6,770,587","$6,770,587",-,1984
788,Swing Shift,"$6,650,206","$6,650,206",-,1984
789,The Razor's Edge,"$6,551,987","$6,551,987",-,1984
790,The Adventures of Buckaroo Banzai Across the 8th Dimension,"$6,254,148","$6,254,148",-,1984
791,Firstborn,"$6,250,994","$6,250,994",-,1984
792,Racing with the Moon,"$6,045,647","$6,045,647",-,1984
793,Sheena,"$5,778,353","$5,778,353",-,1984
794,The Lonely Guy,"$5,718,573","$5,718,573",-,1984
795,Meatballs Part II,"$5,410,972","$5,410,972",-,1984
796,Once Upon a Time in America,"$5,321,508","$5,321,508",-,1984
797,Love Letters,"$5,269,990","$5,269,990",-,1984
798,The Hotel New Hampshire,"$5,142,858","$5,142,858",-,1984
799,American Dreamer,"$5,021,751","$5,021,751",-,1984
800,No Small Affair,"$4,994,094","$4,994,094",-,1984
801,Stop Making Sense,"$4,949,438","$4,949,438",-,1984
802,Harry & Son,"$4,864,980","$4,864,980",-,1984
803,"Grandview, U.S.A.","$4,743,119","$4,743,119",-,1984
804,C.H.U.D.,"$4,654,423","$4,654,423",-,1984
805,Making the Grade,"$4,561,346","$4,561,346",-,1984
806,This Is Spinal Tap,"$4,491,645","$4,491,645",-,1984
807,Joy of Sex,"$4,463,841","$4,463,841",-,1984
808,Mrs. Soffel,"$4,385,312","$4,385,312",-,1984
809,Until September,"$4,239,154","$4,239,154",-,1984
810,Pete's Dragon 1984 Re-release,"$4,100,000","$4,100,000",-,1984
811,Entre Nous,"$3,974,975","$3,974,975",-,1984
812,Flashpoint,"$3,854,833","$3,854,833",-,1984
813,Cheech & Chong's the Corsican Brothers,"$3,772,785","$3,772,785",-,1984
